"iso3","year","ari","E","lari","type"
"IDN",1983.6,0.0229,0.498078603900381,-3.77661836842194,"TST survey"
"IDN",1978.4,0.0247,0.463414551129708,-3.70095203534821,"TST survey"
"IDN",1972.2,0.0473,0.378697271898562,-3.05124498348425,"TST survey"
"IDN",1986.8,0.0183,0.353921328227899,-4.00085421913476,"TST survey"
"IDN",1981.8,0.0177,0.471992132593359,-4.03419063940235,"TST survey"
"IDN",1976.9,0.0309,0.410082264316177,-3.47699909507844,"TST survey"
"IDN",1986.9,0.0307,0.377746819566714,-3.48349262438899,"TST survey"
"IDN",1981.7,0.0175,0.450940386897822,-4.04555439805267,"TST survey"
"IDN",1976.5,0.0217,0.59379454435292,-3.83044301843572,"TST survey"
"IDN",1984.5,0.0066,0.945745792991658,-5.02068562994976,"TST survey"
"IDN",1979.5,0.0089,0.944068640061701,-4.72170400224404,"TST survey"
"IDN",1985.8,0.0348,0.229870214206844,-3.35813789220171,"TST survey"
"IDN",1980.2,0.038,0.215000689900379,-3.27016911925575,"TST survey"
"IDN",1975.6,0.0376,0.31242459059439,-3.28075122858629,"TST survey"
"IDN",1985.5,0.0392,0.238214226227651,-3.23907853218572,"TST survey"
"IDN",1980.5,0.0403,0.245804933423517,-3.2114038100295,"TST survey"
"IDN",1975.8,0.0426,0.367016857413213,-3.15590102570681,"TST survey"
"IDN",1983.2,0.0128,0.592126490168299,-4.35831010805657,"TST survey"
"IDN",1978.4,0.0177,0.668547253383243,-4.03419063940235,"TST survey"
"IDN",1982.8,0.0342,0.408500276687544,-3.37552963491358,"TST survey"
"IDN",1977.3,0.0392,0.430236251709927,-3.23907853218572,"TST survey"
"IDN",1984.5,0.0172,0.410127927754802,-4.06284589516273,"TST survey"
"IDN",1979.5,0.0212,0.437131440834039,-3.85375409730417,"TST survey"
"IDN",1974.5,0.0176,0.655834541995225,-4.03985637693803,"TST survey"
"IDN",1965,0.0164,0.529194857578614,-4.11047394415198,"TST survey"
"THA",1954.9,0.0252,0.513855346648506,-3.68091128446476,"TST survey"
"DZA",1985.5,0.0027,1.15059280953375,-5.91450350597185,"TST survey"
"DZA",1980.9,0.0046,1.00103690464771,-5.38169897548709,"TST survey"
"DZA",1982.8,0.0048,0.485459773362886,-5.33913936106829,"TST survey"
"DZA",1981.5,0.0075,1.00728471682342,-4.89285225843987,"TST survey"
"DZA",1976.5,0.0103,1.77476234130567,-4.57561138374655,"TST survey"
"DZA",1951.1,0.043,0.0422865013430066,-3.14655516328857,"TST survey"
"AFG",1982.5,0.0353,0.491083480047796,-3.34387231504289,"TST survey"
"AFG",1963.5,0.0306,0.102776345056965,-3.4867552700238,"TST survey"
"BHR",1981.4,0.002,0.75432961534761,-6.21460809842219,"TST survey"
"BHR",1969.5,0.009,0.931175506341078,-4.71053070164592,"TST survey"
"KWT",1981.5,0.0022,0.322612926145386,-6.11929791861787,"TST survey"
"KWT",1980.5,0.0012,0.513005058798004,-6.72543372218818,"TST survey"
"KWT",1979.5,0.0024,0.312081656708578,-6.03228654162824,"TST survey"
"KWT",1978.5,0.0031,0.283687833498633,-5.77635316749104,"TST survey"
"KWT",1977.5,0.0029,0.323680023419953,-5.84304454198971,"TST survey"
"KWT",1976.5,0.0044,0.358511948411168,-5.42615073805792,"TST survey"
"KWT",1975.5,0.0029,0.449936450964135,-5.84304454198971,"TST survey"
"KWT",1974.5,0.002,0.558933825886147,-6.21460809842219,"TST survey"
"KWT",1973.5,0.0029,0.482729975173769,-5.84304454198971,"TST survey"
"KWT",1972.5,0.0036,0.760388797209015,-5.62682143352007,"TST survey"
"KWT",1978.4,0.0026,0.121973345202561,-5.9522438339547,"TST survey"
"LBY",1977,0.0026,1.25653527177939,-5.9522438339547,"TST survey"
"LBY",1977,0.0026,1.74162118675833,-5.9522438339547,"TST survey"
"LBY",1959.7,0.0239,0.932348078837989,-3.73387682004467,"TST survey"
"LBY",1954.5,0.0368,1.04118474822002,-3.30225743380725,"TST survey"
"PAK",1976.5,0.0184,0.421986758870908,-3.9954046143672,"TST survey"
"PAK",1962,0.0345,0.531689292447464,-3.36679595494482,"TST survey"
"SYR",1983.8,0.003,1.16881145553046,-5.80914299031403,"TST survey"
"SYR",1978.8,0.0026,1.1640504929493,-5.9522438339547,"TST survey"
"SYR",1983.8,0.0014,1.9819099691804,-6.57128304236092,"TST survey"
"SYR",1960.8,0.0074,1.61830095091586,-4.90627527877201,"TST survey"
"CHN",1979.5,0.0101,0.0861727484432139,-4.59521985513492,"TST survey"
"MYS",1977,0.0037,1.01991591418064,-5.59942245933196,"TST survey"
"KOR",1985.5,0.0197,0.316374688379913,-3.92713664323819,"TST survey"
"KOR",1980.5,0.0236,0.260626155658496,-3.74650856695057,"TST survey"
"KOR",1975.5,0.0232,0.219952428386774,-3.76360300030987,"TST survey"
"KOR",1965.5,0.0423,0.157683129168511,-3.1629681929299,"TST survey"
"PHL",1982.5,0.0184,0.236645715558413,-3.9954046143672,"TST survey"
"WSM",1975.6,0.0049,0.559717078549556,-5.31852007386556,"TST survey"
"WSM",1967.3,0.0054,0.73585130948058,-5.22135632541191,"TST survey"
"WSM",1962.5,0.0035,1.05479598526848,-5.65499231048677,"TST survey"
"ABW",1990,0.000440304321781846,0.527521513404021,-7.72804442971168,"Prevalence estimate"
"ABW",1991,0.000440304321781846,0.527521513404021,-7.72804442971168,"Prevalence estimate"
"ABW",1992,0.000440304321781846,0.527521513404021,-7.72804442971168,"Prevalence estimate"
"ABW",1993,0.000440304321781846,0.527521513404021,-7.72804442971168,"Prevalence estimate"
"ABW",1994,0.000440304321781846,0.526443388010411,-7.72804442971168,"Prevalence estimate"
"ABW",1995,0.000440304321781846,0.527521513404021,-7.72804442971168,"Prevalence estimate"
"ABW",1996,0.000440304321781846,0.526443388010411,-7.72804442971168,"Prevalence estimate"
"ABW",1997,0.000440304321781846,0.527521513404021,-7.72804442971168,"Prevalence estimate"
"ABW",1998,0.000440304321781846,0.527521513404021,-7.72804442971168,"Prevalence estimate"
"ABW",1999,0.000440304321781846,0.527521513404021,-7.72804442971168,"Prevalence estimate"
"ABW",2000,0.000440304321781846,0.527521513404021,-7.72804442971168,"Prevalence estimate"
"ABW",2001,0.000440304321781846,0.526443388010411,-7.72804442971168,"Prevalence estimate"
"ABW",2002,0.000440304321781846,0.526443388010411,-7.72804442971168,"Prevalence estimate"
"ABW",2003,0.000440304321781846,0.527521513404021,-7.72804442971168,"Prevalence estimate"
"ABW",2004,0.000440304321781846,0.517914297343642,-7.72804442971168,"Prevalence estimate"
"ABW",2005,0.00041278530167048,0.534482647167935,-7.79258295084925,"Prevalence estimate"
"ABW",2006,0.000440304321781846,0.517914297343642,-7.72804442971168,"Prevalence estimate"
"ABW",2007,0.000440304321781846,0.527521513404021,-7.72804442971168,"Prevalence estimate"
"ABW",2008,0.000440304321781846,0.536239150849835,-7.72804442971168,"Prevalence estimate"
"ABW",2009,0.000440304321781846,0.536239150849835,-7.72804442971168,"Prevalence estimate"
"ABW",2010,0.000440304321781846,0.536239150849835,-7.72804442971168,"Prevalence estimate"
"ABW",2011,0.000440304321781846,0.526443388010411,-7.72804442971168,"Prevalence estimate"
"ABW",2012,0.000440304321781846,0.517914297343642,-7.72804442971168,"Prevalence estimate"
"ABW",2013,0.00041278530167048,0.525224688216148,-7.79258295084925,"Prevalence estimate"
"ABW",2014,0.000385266281559115,0.533731822800391,-7.86157582233621,"Prevalence estimate"
"AFG",1990,0.00788031793014349,0.480712509049878,-4.84338702946134,"Prevalence estimate"
"AFG",1991,0.00883006308784809,0.480178983559946,-4.72959311967513,"Prevalence estimate"
"AFG",1992,0.00957445794118412,0.48334388711722,-4.64865635740472,"Prevalence estimate"
"AFG",1993,0.0100621649140594,0.491028479233118,-4.59897293725807,"Prevalence estimate"
"AFG",1994,0.0104985343108426,0.496014525789449,-4.55651962100573,"Prevalence estimate"
"AFG",1995,0.0109092349195798,0.50152583112138,-4.51814560812412,"Prevalence estimate"
"AFG",1996,0.0111915915880865,0.506114767086421,-4.4925925336995,"Prevalence estimate"
"AFG",1997,0.0113969418924551,0.508262460555761,-4.47441021461631,"Prevalence estimate"
"AFG",1998,0.0114482794685472,0.509159845992409,-4.46991582502847,"Prevalence estimate"
"AFG",1999,0.011371273104409,0.50836981993054,-4.4766650070034,"Prevalence estimate"
"AFG",2000,0.0110632476478562,0.50247238512782,-4.50412668694478,"Prevalence estimate"
"AFG",2001,0.0105242030988887,0.496708875153531,-4.55407761735018,"Prevalence estimate"
"AFG",2002,0.0100878337021055,0.49016098646903,-4.59642516517927,"Prevalence estimate"
"AFG",2003,0.00965146430532232,0.485624551673367,-4.64064563365864,"Prevalence estimate"
"AFG",2004,0.00921509490853914,0.480742614514816,-4.68691238856025,"Prevalence estimate"
"AFG",2005,0.00888140066394023,0.479214782280642,-4.72379600199081,"Prevalence estimate"
"AFG",2006,0.00867605035957167,0.478255104850785,-4.74718888156551,"Prevalence estimate"
"AFG",2007,0.00852203763129524,0.477619710058169,-4.76509980813204,"Prevalence estimate"
"AFG",2008,0.00841936247911097,0.477335319366871,-4.77722116866439,"Prevalence estimate"
"AFG",2009,0.00836802490301882,0.47741883098872,-4.78333739568183,"Prevalence estimate"
"AFG",2010,0.00834235611497275,0.478378863185857,-4.7864095947188,"Prevalence estimate"
"AFG",2011,0.0083936936910649,0.47783249787322,-4.78027460615128,"Prevalence estimate"
"AFG",2012,0.00844503126715704,0.479109437649897,-4.77417702628316,"Prevalence estimate"
"AFG",2013,0.00854770641934131,0.478474152675212,-4.76209228706809,"Prevalence estimate"
"AFG",2014,0.0087273879356638,0.479932047754552,-4.74128915943833,"Prevalence estimate"
"AGO",1990,0.0134405578409155,0.508425248597199,-4.30947843872798,"Prevalence estimate"
"AGO",1991,0.0136923943437373,0.514112954102811,-4.29091475769642,"Prevalence estimate"
"AGO",1992,0.0138601029301384,0.516214034794729,-4.27874085883105,"Prevalence estimate"
"AGO",1993,0.0140355217197337,0.518617355462017,-4.26616389709583,"Prevalence estimate"
"AGO",1994,0.0140927305461399,0.519408770444124,-4.26209617865044,"Prevalence estimate"
"AGO",1995,0.0140926017256427,0.51872270725361,-4.26210531961042,"Prevalence estimate"
"AGO",1996,0.0140280093972351,0.517477746326085,-4.26669927681313,"Prevalence estimate"
"AGO",1997,0.0139126965559366,0.513138162695013,-4.27495343447046,"Prevalence estimate"
"AGO",1998,0.0137372124623394,0.508291203674497,-4.28764689032937,"Prevalence estimate"
"AGO",1999,0.0135929150910431,0.504322610372605,-4.29820657116931,"Prevalence estimate"
"AGO",2000,0.0134704424627769,0.498208244422713,-4.30725744108325,"Prevalence estimate"
"AGO",2001,0.0133048612868939,0.492511247865254,-4.31962580024427,"Prevalence estimate"
"AGO",2002,0.013294798357596,0.48948485241545,-4.32038242118697,"Prevalence estimate"
"AGO",2003,0.0134350224136621,0.485944882662444,-4.30989036861224,"Prevalence estimate"
"AGO",2004,0.0137307163216676,0.486742735936255,-4.28811988855534,"Prevalence estimate"
"AGO",2005,0.0142749929756952,0.485272556661876,-4.24924601551057,"Prevalence estimate"
"AGO",2006,0.0144599450923183,0.486165804454264,-4.23637285947046,"Prevalence estimate"
"AGO",2007,0.0145455523375762,0.484573405715586,-4.23047001336091,"Prevalence estimate"
"AGO",2008,0.0145851587772395,0.483919576938846,-4.22775078938372,"Prevalence estimate"
"AGO",2009,0.0146098952916298,0.484781728906278,-4.22605622014255,"Prevalence estimate"
"AGO",2010,0.014505241239477,0.48432546940299,-4.23324523007675,"Prevalence estimate"
"AGO",2011,0.014416753724202,0.485045411886971,-4.23936429561762,"Prevalence estimate"
"AGO",2012,0.014232154553953,0.484100790043981,-4.25225146906873,"Prevalence estimate"
"AGO",2013,0.0140275015845785,0.484075707496736,-4.26673547737686,"Prevalence estimate"
"AGO",2014,0.0138267380342468,0.484680042158849,-4.28115102271255,"Prevalence estimate"
"AIA",1990,0.00165114120668192,0.563316232538404,-6.40628858972936,"Prevalence estimate"
"AIA",1991,0.00154106512623646,0.538759461355624,-6.47528146121632,"Prevalence estimate"
"AIA",1992,0.00145850806590236,0.520410803739393,-6.53034123839934,"Prevalence estimate"
"AIA",1993,0.00137595100556827,0.510595870794439,-6.58861014652332,"Prevalence estimate"
"AIA",1994,0.0013484319854569,0.501579952570654,-6.60881285384084,"Prevalence estimate"
"AIA",1995,0.00132091296534554,0.49572667946098,-6.62943214104357,"Prevalence estimate"
"AIA",1996,0.00132091296534554,0.49572667946098,-6.62943214104357,"Prevalence estimate"
"AIA",1997,0.0013484319854569,0.504892323776899,-6.60881285384084,"Prevalence estimate"
"AIA",1998,0.001430989045791,0.508688997168138,-6.54938943337004,"Prevalence estimate"
"AIA",1999,0.00148602708601373,0.516159338008636,-6.51164910538719,"Prevalence estimate"
"AIA",2000,0.00154106512623646,0.523224833771373,-6.47528146121632,"Prevalence estimate"
"AIA",2001,0.00154106512623646,0.526289584104807,-6.47528146121632,"Prevalence estimate"
"AIA",2002,0.00154106512623646,0.526289584104807,-6.47528146121632,"Prevalence estimate"
"AIA",2003,0.00151354610612509,0.53067266153058,-6.49329996671899,"Prevalence estimate"
"AIA",2004,0.00151354610612509,0.527521513404021,-6.49329996671899,"Prevalence estimate"
"AIA",2005,0.00148602708601373,0.525606660856163,-6.51164910538719,"Prevalence estimate"
"AIA",2006,0.00145850806590236,0.523628368784626,-6.53034123839934,"Prevalence estimate"
"AIA",2007,0.001430989045791,0.521583604038689,-6.54938943337004,"Prevalence estimate"
"AIA",2008,0.00140347002567963,0.519469155829671,-6.56880751922714,"Prevalence estimate"
"AIA",2009,0.00140347002567963,0.516159338008636,-6.56880751922714,"Prevalence estimate"
"AIA",2010,0.00137595100556827,0.513924294771821,-6.58861014652332,"Prevalence estimate"
"AIA",2011,0.0013484319854569,0.515017414956453,-6.60881285384084,"Prevalence estimate"
"AIA",2012,0.00132091296534554,0.512672717946369,-6.62943214104357,"Prevalence estimate"
"AIA",2013,0.00132091296534554,0.509217693855368,-6.62943214104357,"Prevalence estimate"
"AIA",2014,0.00140347002567963,0.512876944883126,-6.56880751922714,"Prevalence estimate"
"ALB",1990,0.000855036138964747,0.509200138291702,-7.06436682212575,"Prevalence estimate"
"ALB",1991,0.00082988801723049,0.510677149460048,-7.09421978527543,"Prevalence estimate"
"ALB",1992,0.000804739895496233,0.522813454795849,-7.12499144394218,"Prevalence estimate"
"ALB",1993,0.000779591773761975,0.530471265733733,-7.15674014225676,"Prevalence estimate"
"ALB",1994,0.000754443652027718,0.54472100547057,-7.18952996507975,"Prevalence estimate"
"ALB",1995,0.000754443652027718,0.54472100547057,-7.18952996507975,"Prevalence estimate"
"ALB",1996,0.000754443652027718,0.54472100547057,-7.18952996507975,"Prevalence estimate"
"ALB",1997,0.000754443652027718,0.54472100547057,-7.18952996507975,"Prevalence estimate"
"ALB",1998,0.000880184260699005,0.512550732865294,-7.03537928525249,"Prevalence estimate"
"ALB",1999,0.000980776747636034,0.49887459712035,-6.92716570061226,"Prevalence estimate"
"ALB",2000,0.000704147408559204,0.54472100547057,-7.2585228365667,"Prevalence estimate"
"ALB",2001,0.000628703043356432,0.562934152172128,-7.37185152187371,"Prevalence estimate"
"ALB",2002,0.000754443652027718,0.510174308558185,-7.18952996507975,"Prevalence estimate"
"ALB",2003,0.000704147408559204,0.519768132992864,-7.2585228365667,"Prevalence estimate"
"ALB",2004,0.000729295530293461,0.506193239399459,-7.22343151675543,"Prevalence estimate"
"ALB",2005,0.000653851165090689,0.511452067011647,-7.33263080872042,"Prevalence estimate"
"ALB",2006,0.000603554921622175,0.522813454795849,-7.41267351639396,"Prevalence estimate"
"ALB",2007,0.000528110556419403,0.543868345567708,-7.54620490901848,"Prevalence estimate"
"ALB",2008,0.000528110556419403,0.537097247837812,-7.54620490901848,"Prevalence estimate"
"ALB",2009,0.000578406799887917,0.518188062340091,-7.45523313081276,"Prevalence estimate"
"ALB",2010,0.00055325867815366,0.526328528708505,-7.49968489338359,"Prevalence estimate"
"ALB",2011,0.000528110556419403,0.535418654996227,-7.54620490901848,"Prevalence estimate"
"ALB",2012,0.000477814312950888,0.555195420877425,-7.64628836757547,"Prevalence estimate"
"ALB",2013,0.000628703043356432,0.506872616413063,-7.37185152187371,"Prevalence estimate"
"ALB",2014,0.000653851165090689,0.505107189044046,-7.33263080872042,"Prevalence estimate"
"AND",1990,0.00173369826701602,0.529720012335229,-6.35749842555993,"Prevalence estimate"
"AND",1991,0.00159610316645919,0.532913310685774,-6.44019014140505,"Prevalence estimate"
"AND",1992,0.00148602708601373,0.528802670293034,-6.51164910538719,"Prevalence estimate"
"AND",1993,0.00137595100556827,0.530988976150508,-6.58861014652332,"Prevalence estimate"
"AND",1994,0.00126587492512281,0.529779903264042,-6.67199175546237,"Prevalence estimate"
"AND",1995,0.00115579884467734,0.528344695052904,-6.7629635336681,"Prevalence estimate"
"AND",1996,0.00104572276423188,0.526613444154092,-6.86304699222508,"Prevalence estimate"
"AND",1997,0.000935646683786422,0.529557993931825,-6.9742726273353,"Prevalence estimate"
"AND",1998,0.00082557060334096,0.533315209846336,-7.09943577028931,"Prevalence estimate"
"AND",1999,0.000715494522895499,0.531524771028272,-7.24253661392998,"Prevalence estimate"
"AND",2000,0.000632937462561403,0.528273054070389,-7.36513893602232,"Prevalence estimate"
"AND",2001,0.000550380402227307,0.531859956987826,-7.50490087839747,"Prevalence estimate"
"AND",2002,0.000495342362004576,0.529444615308799,-7.6102613940553,"Prevalence estimate"
"AND",2003,0.000467823341893211,0.529557993931825,-7.66741980789525,"Prevalence estimate"
"AND",2004,0.000440304321781846,0.526443388010411,-7.72804442971168,"Prevalence estimate"
"AND",2005,0.00041278530167048,0.535652939710613,-7.79258295084925,"Prevalence estimate"
"AND",2006,0.000385266281559115,0.534983852587416,-7.86157582233621,"Prevalence estimate"
"AND",2007,0.00035774726144775,0.53286695973124,-7.93568379448993,"Prevalence estimate"
"AND",2008,0.000330228241336384,0.528963071369264,-8.01572650216347,"Prevalence estimate"
"AND",2009,0.000330228241336384,0.517562690064839,-8.01572650216347,"Prevalence estimate"
"AND",2010,0.000302709221225019,0.541870046870483,-8.10273787915309,"Prevalence estimate"
"AND",2011,0.000302709221225019,0.525954198209518,-8.10273787915309,"Prevalence estimate"
"AND",2012,0.000302709221225019,0.527521513404021,-8.10273787915309,"Prevalence estimate"
"AND",2013,0.000302709221225019,0.540254764318678,-8.10273787915309,"Prevalence estimate"
"AND",2014,0.000330228241336384,0.530409231744773,-8.01572650216347,"Prevalence estimate"
"ANT",1990,0.000189881238768421,0.538667921169375,-8.56911174034825,"Prevalence estimate"
"ANT",1991,0.000189881238768421,0.538667921169375,-8.56911174034825,"Prevalence estimate"
"ANT",1992,0.000187129336757284,0.542489003888002,-8.5837105397694,"Prevalence estimate"
"ANT",1993,0.000184377434746148,0.522905889301311,-8.59852562555455,"Prevalence estimate"
"ANT",1994,0.000181625532735011,0.526476019973065,-8.61356350291909,"Prevalence estimate"
"ANT",1995,0.000176121728712738,0.536789365765558,-8.64433516158584,"Prevalence estimate"
"ANT",1996,0.000167866022679329,0.523575424489115,-8.6923443807722,"Prevalence estimate"
"ANT",1997,0.000165114120668192,0.530409231744773,-8.70887368272341,"Prevalence estimate"
"ANT",1998,0.000165114120668192,0.530409231744773,-8.70887368272341,"Prevalence estimate"
"ANT",1999,0.000167866022679329,0.523575424489115,-8.6923443807722,"Prevalence estimate"
"ANT",2000,0.000184377434746148,0.522905889301311,-8.59852562555455,"Prevalence estimate"
"ANT",2001,0.00020639265083524,0.534482647167935,-8.4857301314092,"Prevalence estimate"
"ANT",2002,0.000220152160890923,0.536239150849835,-8.42119161027163,"Prevalence estimate"
"ANT",2003,0.000220152160890923,0.538443718786323,-8.42119161027163,"Prevalence estimate"
"ANT",2004,0.00021464835686865,0.522677050766111,-8.44650941825592,"Prevalence estimate"
"ANT",2005,0.000209144552846377,0.531172204687891,-8.47248490465918,"Prevalence estimate"
"ANT",2006,0.000200888846812967,0.522347220905101,-8.51275880379712,"Prevalence estimate"
"ANT",2007,0.000192633140779557,0.534983852587416,-8.55472300289615,"Prevalence estimate"
"ANT",2008,0.000176121728712738,0.536789365765558,-8.64433516158584,"Prevalence estimate"
"ANT",2009,0.000162362218657056,0.534601529866458,-8.72568080103979,"Prevalence estimate"
"ARE",1990,0.0006065661847847,0.484621124220791,-7.40769670975539,"Prevalence estimate"
"ARE",1991,0.0006065661847847,0.484621124220791,-7.40769670975539,"Prevalence estimate"
"ARE",1992,0.0006065661847847,0.484621124220791,-7.40769670975539,"Prevalence estimate"
"ARE",1993,0.0006065661847847,0.484621124220791,-7.40769670975539,"Prevalence estimate"
"ARE",1994,0.0006065661847847,0.484621124220791,-7.40769670975539,"Prevalence estimate"
"ARE",1995,0.0006065661847847,0.484621124220791,-7.40769670975539,"Prevalence estimate"
"ARE",1996,0.0006065661847847,0.484621124220791,-7.40769670975539,"Prevalence estimate"
"ARE",1997,0.0006065661847847,0.484621124220791,-7.40769670975539,"Prevalence estimate"
"ARE",1998,0.0006065661847847,0.484621124220791,-7.40769670975539,"Prevalence estimate"
"ARE",1999,0.0006065661847847,0.484621124220791,-7.40769670975539,"Prevalence estimate"
"ARE",2000,0.0006065661847847,0.484621124220791,-7.40769670975539,"Prevalence estimate"
"ARE",2001,0.000578994994567214,0.493002603086337,-7.45421672539028,"Prevalence estimate"
"ARE",2002,0.00030328309239235,0.497387553496022,-8.10084389031533,"Prevalence estimate"
"ARE",2003,0.000198512569565902,0.489284460373086,-8.52465813709169,"Prevalence estimate"
"ARE",2004,0.000165427141304918,0.489284460373086,-8.70697969388565,"Prevalence estimate"
"ARE",2005,0.000143370189130929,0.490280870488294,-8.85008053752632,"Prevalence estimate"
"ARE",2006,0.000129584594022186,0.493161859466999,-8.95117665439769,"Prevalence estimate"
"ARE",2007,0.000146127308152678,0.492720355236626,-8.83103234255563,"Prevalence estimate"
"ARE",2008,0.000148884427174426,0.489284460373086,-8.81234020954348,"Prevalence estimate"
"ARE",2009,0.000132341713043935,0.492535274044987,-8.93012324519986,"Prevalence estimate"
"ARE",2010,0.000115507504881695,0.489287670166382,-9.06617505278267,"Prevalence estimate"
"ARE",2011,0.0001046086643987,0.487927673890912,-9.16528417612439,"Prevalence estimate"
"ARE",2012,9.07405952899271e-05,0.486946300764383,-9.30750572335845,"Prevalence estimate"
"ARE",2013,8.53439366021684e-05,0.48845245026048,-9.36882115281543,"Prevalence estimate"
"ARE",2014,7.43453569474513e-05,0.492173048688868,-9.50678933559652,"Prevalence estimate"
"ARG",1990,0.00149801651456041,0.53060893607209,-6.50361336954173,"Prevalence estimate"
"ARG",1991,0.00152500621714466,0.529312089517344,-6.4857567921149,"Prevalence estimate"
"ARG",1992,0.00152473449459627,0.526225772498483,-6.48593498598435,"Prevalence estimate"
"ARG",1993,0.00152394811658003,0.526226907942956,-6.48645086653603,"Prevalence estimate"
"ARG",1994,0.00149645879815522,0.527459333740618,-6.50465376318871,"Prevalence estimate"
"ARG",1995,0.00146912584385454,0.528740785947597,-6.52308771911882,"Prevalence estimate"
"ARG",1996,0.00144148529291662,0.526808970420496,-6.54208124356248,"Prevalence estimate"
"ARG",1997,0.00138713298393478,0.529496787194877,-6.58051626341728,"Prevalence estimate"
"ARG",1998,0.0013596084500707,0.527460733418919,-6.60055852504637,"Prevalence estimate"
"ARG",1999,0.00130508767974683,0.52674187441337,-6.641485052919,"Prevalence estimate"
"ARG",2000,0.00125033745820694,0.525962521363735,-6.68434179753679,"Prevalence estimate"
"ARG",2001,0.00122295872613245,0.523640728739282,-6.70648217089854,"Prevalence estimate"
"ARG",2002,0.00116815683790414,0.526661420674428,-6.75232812456321,"Prevalence estimate"
"ARG",2003,0.00111378953636288,0.525782014309055,-6.79998708139146,"Prevalence estimate"
"ARG",2004,0.00108573536759891,0.523171290533975,-6.82549776340837,"Prevalence estimate"
"ARG",2005,0.00103162418546457,0.526558833449913,-6.87662083961716,"Prevalence estimate"
"ARG",2006,0.000977491203850033,0.525550801906292,-6.93052126476413,"Prevalence estimate"
"ARG",2007,0.000922271504793939,0.519419028389334,-6.98867090401043,"Prevalence estimate"
"ARG",2008,0.000868297522508656,0.528550176990038,-7.04897613416829,"Prevalence estimate"
"ARG",2009,0.00084195805748465,0.525240913067092,-7.07978035792625,"Prevalence estimate"
"ARG",2010,0.000814814467197925,0.527463898458533,-7.11255011824897,"Prevalence estimate"
"ARG",2011,0.000812671058074559,0.516119253796295,-7.1151841329045,"Prevalence estimate"
"ARG",2012,0.00078635949026483,0.523913809899778,-7.14809650334621,"Prevalence estimate"
"ARG",2013,0.000786137180146411,0.523915688733287,-7.1483792513152,"Prevalence estimate"
"ARG",2014,0.00081308031563057,0.516113213047597,-7.1146806640823,"Prevalence estimate"
"ARM",1990,0.00075326667148023,0.486400750632199,-7.19109124746699,"Prevalence estimate"
"ARM",1991,0.000836962968311367,0.494478716018814,-7.08573073180916,"Prevalence estimate"
"ARM",1992,0.000976456796363262,0.494478716018814,-6.9315800519819,"Prevalence estimate"
"ARM",1993,0.00117174815563591,0.492978323883864,-6.74925849518795,"Prevalence estimate"
"ARM",1994,0.00139493828051895,0.488227331229654,-6.57490510804317,"Prevalence estimate"
